Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"New Information Distance Measure and Its Application in Question Answering System","Journal of Computer Science and Technology","","23","4","10.1007/s11390-008-9152-9","Xian ZhangYu HaoXiao-Yan ZhuMing Li","2008","http://link.springer.com/article/10.1007/s11390-008-9152-9","Article"
"Search for Liouvillian solutions of linear recurrence equations in the MAPLE computer algebra system","Programming and Computer Software","","34","4","10.1134/S0361768808040038","D. E. Khmelnov","2008","http://link.springer.com/article/10.1134/S0361768808040038","Article"
"Updating Recursive XML Views of Relations","Journal of Computer Science and Technology","","23","4","10.1007/s11390-008-9150-y","Byron ChoiGao CongWenfei FanStratis D. Viglas","2008","http://link.springer.com/article/10.1007/s11390-008-9150-y","Article"
"Analysis and Implementation of an Open Programmable Router Based on Forwarding and Control Element Separation","Journal of Computer Science and Technology","","23","5","10.1007/s11390-008-9181-4","Wei-Ming WangLi-Gang DongBin Zhuge","2008","http://link.springer.com/article/10.1007/s11390-008-9181-4","Article"
"Parallel Algorithm Core: A Novel IPSec Algorithm Engine for Both Exploiting Parallelism and Improving Scalability","Journal of Computer Science and Technology","","23","5","10.1007/s11390-008-9166-3","Dong-Nian ChengYu-Xiang HuCai-Xia Liu","2008","http://link.springer.com/article/10.1007/s11390-008-9166-3","Article"
"The use of coherent ray tracing for physically accurate rendering","Programming and Computer Software","","34","5","10.1134/S036176880805006X","B. Kh. BarladyanA. G. VoloboiK. A. VostryakovV. A. GalaktionovL. Z. Shapiro","2008","http://link.springer.com/article/10.1134/S036176880805006X","Article"
"On Constrained Facility Location Problems","Journal of Computer Science and Technology","","23","5","10.1007/s11390-008-9172-5","Wei-Lin LiPeng ZhangDa-Ming Zhu","2008","http://link.springer.com/article/10.1007/s11390-008-9172-5","Article"
"An Access Control Framework for Reflective Middleware","Journal of Computer Science and Technology","","23","6","10.1007/s11390-008-9188-x","Gang HuangLian-Shan Sun","2008","http://link.springer.com/article/10.1007/s11390-008-9188-x","Article"
"Automation of broad sanity test generation","Programming and Computer Software","","34","6","10.1134/S0361768808060066","R. S. ZybinV. V. KuliaminA. V. PonomarenkoV. V. RubanovE. S. Chernov","2008","http://link.springer.com/article/10.1134/S0361768808060066","Article"
"Design-for-Testability Features and Test Implementation of a Giga Hertz General Purpose Microprocessor","Journal of Computer Science and Technology","","23","6","10.1007/s11390-008-9193-0","Da WangYu HuHua-Wei LiXiao-Wei Li","2008","http://link.springer.com/article/10.1007/s11390-008-9193-0","Article"
"HOM4PS-2.0: a software package for solving polynomial systems by the polyhedral homotopy continuation method","Computing","","83","2 - 3","10.1007/s00607-008-0015-6","T. L. LeeT. Y. LiC. H. Tsai","2008","http://link.springer.com/article/10.1007/s00607-008-0015-6","Article"
"Using abstract models for the generation of test data with a complex structure","Programming and Computer Software","","34","6","10.1134/S0361768808060054","A. V. DemakovS. V. ZelenovS. A. Zelenova","2008","http://link.springer.com/article/10.1134/S0361768808060054","Article"
"Higher-Order Level-Set Method and Its Application in Biomolecular Surfaces Construction","Journal of Computer Science and Technology","","23","6","10.1007/s11390-008-9184-1","Chandrajit L. BajajGuo-Liang XuQin Zhang","2008","http://link.springer.com/article/10.1007/s11390-008-9184-1","Article"
"Modeling and verification of the SDL-specified communication protocols using high-level Petri nets","Programming and Computer Software","","34","6","10.1134/S0361768808060042","V. A. NepomniaschyV. S. ArgirovD. M. BeloglazovA. V. BystrovE. A. ChetvertakovT. G. Churina","2008","http://link.springer.com/article/10.1134/S0361768808060042","Article"
"From the editors of the special issue","Programming and Computer Software","","34","6","10.1134/S0361768808060017","V. A. NepomnyashchiiA. K. Petrenko","2008","http://link.springer.com/article/10.1134/S0361768808060017","Article"
"Implementation of parallel programs interpreter in the development environment ParJava","Programming and Computer Software","","35","1","10.1134/S0361768809010034","V. P. IvannikovA. I. AvetisyanS. S. GaissaryanM. S. Akopyan","2009","http://link.springer.com/article/10.1134/S0361768809010034","Article"
"The grid: Analysis of basic principles and ways of application","Programming and Computer Software","","35","1","10.1134/S0361768809010046","V. N. KovalenkoD. A. Koryagin","2009","http://link.springer.com/article/10.1134/S0361768809010046","Article"
"Certifying Concurrent Programs Using Transactional Memory","Journal of Computer Science and Technology","","24","1","10.1007/s11390-009-9204-9","Long LiYu ZhangYi-Yun ChenYong Li","2009","http://link.springer.com/article/10.1007/s11390-009-9204-9","Article"
"An Abstract Reachability Approach by Combining HOL Induction and Multiway Decision Graphs","Journal of Computer Science and Technology","","24","1","10.1007/s11390-009-9205-8","Sa’ed AbedOtmane Ait MohamedGhiath Al-Sammane","2009","http://link.springer.com/article/10.1007/s11390-009-9205-8","Article"
"On the path to building a community of programs","Programming and Computer Software","","35","1","10.1134/S0361768809010022","E. Z. Lyubimskii","2009","http://link.springer.com/article/10.1134/S0361768809010022","Article"
"An Algorithm for Constructing 3D Struts","Journal of Computer Science and Technology","","24","1","10.1007/s11390-009-9202-y","George W. Hart","2009","http://link.springer.com/article/10.1007/s11390-009-9202-y","Article"
"Fixing Geometric Errors on Polygonal Models: A Survey","Journal of Computer Science and Technology","","24","1","10.1007/s11390-009-9206-7","Tao Ju","2009","http://link.springer.com/article/10.1007/s11390-009-9206-7","Article"
"Package Coupling Measurement in Object-Oriented Software","Journal of Computer Science and Technology","","24","2","10.1007/s11390-009-9223-6","Varun GuptaJitender Kumar Chhabra","2009","http://link.springer.com/article/10.1007/s11390-009-9223-6","Article"
"Runtime Monitoring CompositeWeb Services Through Stateful Aspect Extension","Journal of Computer Science and Technology","","24","2","10.1007/s11390-009-9225-4","Tao HuangGuo-Quan WuJun Wei","2009","http://link.springer.com/article/10.1007/s11390-009-9225-4","Article"
"Feature-Oriented Nonfunctional Requirement Analysis for Software Product Line","Journal of Computer Science and Technology","","24","2","10.1007/s11390-009-9227-2","Xin PengSeok-Won LeeWen-Yun Zhao","2009","http://link.springer.com/article/10.1007/s11390-009-9227-2","Article"
"Automatic reconstruction of data types in the decompilation problem","Programming and Computer Software","","35","2","10.1134/S0361768809020066","E. N. DolgovaA. V. Chernov","2009","http://link.springer.com/article/10.1134/S0361768809020066","Article"
"A Scalable Testing Framework for Location-Based Services","Journal of Computer Science and Technology","","24","2","10.1007/s11390-009-9232-5","Jiang YuAndrew TappendenJames MillerMichael Smith","2009","http://link.springer.com/article/10.1007/s11390-009-9232-5","Article"
"Software, Software Engineering and Software Engineering Research: Some Unconventional Thoughts","Journal of Computer Science and Technology","","24","2","10.1007/s11390-009-9217-4","David Notkin","2009","http://link.springer.com/article/10.1007/s11390-009-9217-4","Article"
"Demand-Driven Memory Leak Detection Based on Flow- and Context-Sensitive Pointer Analysis","Journal of Computer Science and Technology","","24","2","10.1007/s11390-009-9229-0","Ji WangXiao-Dong MaWei DongHou-Feng XuWan-Wei Liu","2009","http://link.springer.com/article/10.1007/s11390-009-9229-0","Article"
"Test-Data Generation Guided by Static Defect Detection","Journal of Computer Science and Technology","","24","2","10.1007/s11390-009-9224-5","Dan HaoLu ZhangMing-Hao LiuHe LiJia-Su Sun","2009","http://link.springer.com/article/10.1007/s11390-009-9224-5","Article"
"QoS Requirement Generation and Algorithm Selection for Composite Service Based on Reference Vector","Journal of Computer Science and Technology","","24","2","10.1007/s11390-009-9230-7","Bang-Yu WuChi-Hung ChiShi-Jie XuMing GuJia-Guang Sun","2009","http://link.springer.com/article/10.1007/s11390-009-9230-7","Article"
"The research seminar on computer algebra in 2007–2008","Programming and Computer Software","","35","2","10.1134/S0361768809020017","S. A. AbramovA. A. BogolyubskayaV. A. RostovtsevV. F. Edneral","2009","http://link.springer.com/article/10.1134/S0361768809020017","Article"
"A Secure Elliptic Curve-Based RFID Protocol","Journal of Computer Science and Technology","","24","2","10.1007/s11390-009-9226-3","Santi MartínezMagda VallsConcepció RoigJosep M. MiretFrancesc Giné","2009","http://link.springer.com/article/10.1007/s11390-009-9226-3","Article"
"QoS-Driven Self-Healing Web Service Composition Based on Performance Prediction","Journal of Computer Science and Technology","","24","2","10.1007/s11390-009-9221-8","Yu DaiLei YangBin Zhang","2009","http://link.springer.com/article/10.1007/s11390-009-9221-8","Article"
"Application of hierarchical matrices for computing the Karhunen–Loève expansion","Computing","","84","1 - 2","10.1007/s00607-008-0018-3","B. N. KhoromskijA. LitvinenkoH. G. Matthies","2009","http://link.springer.com/article/10.1007/s00607-008-0018-3","Article"
"Improved lower bounds for semi-online bin packing problems","Computing","","84","1 - 2","10.1007/s00607-008-0023-6","János BaloghJózsef BékésiGábor GalambosMihály Csaba Markót","2009","http://link.springer.com/article/10.1007/s00607-008-0023-6","Article"
"Towards Next Generation Internet Management: CNGI-CERNET2 Experiences","Journal of Computer Science and Technology","","24","3","10.1007/s11390-009-9239-y","Jia-Hai YangHui ZhangJin-Xiang ZhangChang-Qing An","2009","http://link.springer.com/article/10.1007/s11390-009-9239-y","Article"
"Content-based image retrieval methods","Programming and Computer Software","","35","3","10.1134/S0361768809030049","N. S. Vassilieva","2009","http://link.springer.com/article/10.1134/S0361768809030049","Article"
"Bug localization by constructing reduced traces","Programming and Computer Software","","35","3","10.1134/S0361768809030037","S. G. Groshev","2009","http://link.springer.com/article/10.1134/S0361768809030037","Article"
"Algorithms for integrating PostgreSQL with the semantic web","Programming and Computer Software","","35","3","10.1134/S0361768809030025","D. V. LevshinA. S. Markov","2009","http://link.springer.com/article/10.1134/S0361768809030025","Article"
"Building a Distributed Infrastructure for Scalable Triple Stores","Journal of Computer Science and Technology","","24","3","10.1007/s11390-009-9236-1","Jing ZhouWendy HallDavid De Roure","2009","http://link.springer.com/article/10.1007/s11390-009-9236-1","Article"
"A New Line Symmetry Distance and Its Application to Data Clustering","Journal of Computer Science and Technology","","24","3","10.1007/s11390-009-9244-1","Sriparna SahaSanghamitra Bandyopadhyay","2009","http://link.springer.com/article/10.1007/s11390-009-9244-1","Article"
"Boolean Operations on Conic Polygons","Journal of Computer Science and Technology","","24","3","10.1007/s11390-009-9246-z","Yong-Xi GongYu LiuLun WuYu-Bo Xie","2009","http://link.springer.com/article/10.1007/s11390-009-9246-z","Article"
"Algorithm to compute the maximal abelian dimension of Lie algebras","Computing","","84","3 - 4","10.1007/s00607-009-0029-8","M. CeballosJ. NúñezA. F. Tenorio","2009","http://link.springer.com/article/10.1007/s00607-009-0029-8","Article"
"On an infinite family of graphs with information ratio 2 − 1/k","Computing","","85","1 - 2","10.1007/s00607-009-0039-6","László CsirmazPéter Ligeti","2009","http://link.springer.com/article/10.1007/s00607-009-0039-6","Article"
"A high-order integral algorithm for highly singular PDE solutions in Lipschitz domains","Computing","","84","3 - 4","10.1007/s00607-009-0031-1","Oscar P. BrunoJeffrey S. OvallCatalin Turc","2009","http://link.springer.com/article/10.1007/s00607-009-0031-1","Article"
"A new matrix test for randomness","Computing","","85","1 - 2","10.1007/s00607-009-0033-z","Otokar GrošekMilan VojvodaRóbert Krchnavý","2009","http://link.springer.com/article/10.1007/s00607-009-0033-z","Article"
"Integration of verification methods for program systems","Programming and Computer Software","","35","4","10.1134/S0361768809040057","V. V. Kuliamin","2009","http://link.springer.com/article/10.1134/S0361768809040057","Article"
"Prefetching J+-Tree: A Cache-Optimized Main Memory Database Index Structure","Journal of Computer Science and Technology","","24","4","10.1007/s11390-009-9251-2","Hua LuanXiao-Yong DuShan Wang","2009","http://link.springer.com/article/10.1007/s11390-009-9251-2","Article"
"System Π: A Native RDF Repository Based on the Hypergraph Representation for RDF Data Model","Journal of Computer Science and Technology","","24","4","10.1007/s11390-009-9265-9","Gang WuJuan-Zi LiJian-Qiang HuKe-Hong Wang","2009","http://link.springer.com/article/10.1007/s11390-009-9265-9","Article"
"Optimization Techniques for RFID Complex Event Processing","Journal of Computer Science and Technology","","24","4","10.1007/s11390-009-9255-y","Hai-Long LiuQun ChenZhan-Huai Li","2009","http://link.springer.com/article/10.1007/s11390-009-9255-y","Article"
"Linear algebra for tensor problems","Computing","","85","3","10.1007/s00607-009-0047-6","I. V. OseledetsD. V. SavostyanovE. E. Tyrtyshnikov","2009","http://link.springer.com/article/10.1007/s00607-009-0047-6","Article"
"Combining Local Scoring and Global Aggregation to Rank Entities for Deep Web Queries","Journal of Computer Science and Technology","","24","4","10.1007/s11390-009-9263-y","Yue KouDe-Rong ShenGe YuTie-Zheng Nie","2009","http://link.springer.com/article/10.1007/s11390-009-9263-y","Article"
"Iterative development of parallel programs in the ParJava environment","Programming and Computer Software","","35","4","10.1134/S0361768809040069","A. I. AvetisyanS. S. GaisaryanV. V. Babkova","2009","http://link.springer.com/article/10.1134/S0361768809040069","Article"
"Constraints-Aware Scheduling for Transactional Services Composition","Journal of Computer Science and Technology","","24","4","10.1007/s11390-009-9264-x","An LiuHai LiuQing LiLiu-Sheng HuangMing-Jun Xiao","2009","http://link.springer.com/article/10.1007/s11390-009-9264-x","Article"
"Component approach for construction of optimizing compilers","Programming and Computer Software","","35","5","10.1134/S0361768809050053","A. Yu. Drozdov","2009","http://link.springer.com/article/10.1134/S0361768809050053","Article"
"Conceptual and ontological modeling in information systems","Programming and Computer Software","","35","5","10.1134/S0361768809050016","M. R. KogalovskyL. A. Kalinichenko","2009","http://link.springer.com/article/10.1134/S0361768809050016","Article"
"A method of test-suite reduction for regression integration testing","Programming and Computer Software","","35","5","10.1134/S0361768809050041","D. Yu. Kichigin","2009","http://link.springer.com/article/10.1134/S0361768809050041","Article"
"Parallel LDPC Decoding on GPUs Using a Stream-Based Computing Approach","Journal of Computer Science and Technology","","24","5","10.1007/s11390-009-9266-8","Gabriel FalcãoShinichi YamagiwaVitor SilvaLeonel Sousa","2009","http://link.springer.com/article/10.1007/s11390-009-9266-8","Article"
"Estimation of a Population Size in Large-Scale Wireless Sensor Networks","Journal of Computer Science and Technology","","24","5","10.1007/s11390-009-9273-9","Shao-Liang PengShan-Shan LiXiang-Ke LiaoYu-Xing PengNong Xiao","2009","http://link.springer.com/article/10.1007/s11390-009-9273-9","Article"
"Performance of several stabilized finite element methods for the Stokes equations based on the lowest equal-order pairs","Computing","","86","1","10.1007/s00607-009-0064-5","Jian LiYinnian HeZhangxin Chen","2009","http://link.springer.com/article/10.1007/s00607-009-0064-5","Article"
"Improved accuracy for the approximate factorization of parabolic equations","Computing","","86","1","10.1007/s00607-009-0063-6","S. Karaa","2009","http://link.springer.com/article/10.1007/s00607-009-0063-6","Article"
"A discrete methodology for controlling the sign of curvature and torsion for NURBS","Computing","","86","2 - 3","10.1007/s00607-009-0053-8","Alexandros I. GinnisE. I. KarousosP. D. Kaklis","2009","http://link.springer.com/article/10.1007/s00607-009-0053-8","Article"
"A program auto-parallelizer based on the component technology of optimizing compiler construction","Programming and Computer Software","","35","6","10.1134/S0361768809060036","A. Yu. DrozdovS. V. Novikov","2009","http://link.springer.com/article/10.1134/S0361768809060036","Article"
"Godson-T: An Efficient Many-Core Architecture for Parallel Program Executions","Journal of Computer Science and Technology","","24","6","10.1007/s11390-009-9295-3","Dong-Rui FanNan YuanJun-Chao ZhangYong-Bin ZhouWei LinFeng-Long SongXiao-Chun YeHe HuangLei YuGuo-Ping LongHao ZhangLei Liu","2009","http://link.springer.com/article/10.1007/s11390-009-9295-3","Article"
"Parallel algorithms for solving linear systems with sparse triangular matrices","Computing","","86","4","10.1007/s00607-009-0066-3","Jan Mayer","2009","http://link.springer.com/article/10.1007/s00607-009-0066-3","Article"
"A Comparison Study of Moving Object Index Structures","Journal of Computer Science and Technology","","24","6","10.1007/s11390-009-9283-7","Utku KalayOya Kalipsiz","2009","http://link.springer.com/article/10.1007/s11390-009-9283-7","Article"
"Integrated Framework for Vehicle Interior Design Using Digital Human Model","Journal of Computer Science and Technology","","24","6","10.1007/s11390-009-9287-3","Moonki JungHyundeok ChoTaehwan RohKunwoo Lee","2009","http://link.springer.com/article/10.1007/s11390-009-9287-3","Article"
"SimK: A Large-Scale Parallel Simulation Engine","Journal of Computer Science and Technology","","24","6","10.1007/s11390-009-9294-4","Jian-Wei XuMing-Yu ChenGui ZhengZheng CaoHui-Wei LvNing-Hui Sun","2009","http://link.springer.com/article/10.1007/s11390-009-9294-4","Article"
"The dune-subgrid module and some applications","Computing","","86","4","10.1007/s00607-009-0067-2","Carsten GräserOliver Sander","2009","http://link.springer.com/article/10.1007/s00607-009-0067-2","Article"
"Ubiquitous Mining with Interactive Data Mining Agents","Journal of Computer Science and Technology","","24","6","10.1007/s11390-009-9291-7","Xin-Dong WuXing-Quan ZhuQi-Jun ChenFei-Yue Wang","2009","http://link.springer.com/article/10.1007/s11390-009-9291-7","Article"
"Multithreaded testing of program interfaces","Programming and Computer Software","","35","6","10.1134/S0361768809060024","V. S. Mutilin","2009","http://link.springer.com/article/10.1134/S0361768809060024","Article"
"Exploring Social Annotations with the Application to Web Page Recommendation","Journal of Computer Science and Technology","","24","6","10.1007/s11390-009-9292-6","Hui-Qian LiFen XiaDaniel ZengFei-Yue WangWen-Ji Mao","2009","http://link.springer.com/article/10.1007/s11390-009-9292-6","Article"
"The use of error detection and compensation techniques for testing the integer class cBigNumber","Programming and Computer Software","","36","1","10.1134/S0361768810010068","R. N. Shakirov","2010","http://link.springer.com/article/10.1134/S0361768810010068","Article"
"Challenges in Computational Analysis of Mass Spectrometry Data for Proteomics","Journal of Computer Science and Technology","","25","1","10.1007/s11390-010-9309-1","Bin Ma","2010","http://link.springer.com/article/10.1007/s11390-010-9309-1","Article"
"Interpretable program specification language","Programming and Computer Software","","36","1","10.1134/S036176881001007X","F. A. NovikovV. B. Novoseltsev","2010","http://link.springer.com/article/10.1134/S036176881001007X","Article"
"Understanding the “Horizontal Dimension” of Molecular Evolution to Annotate, Classify, and Discover Proteins with Functional Domains","Journal of Computer Science and Technology","","25","1","10.1007/s11390-010-9307-3","Gloria RendonMao-Feng GerRuth KantorovitzShreedhar NatarajanJeffrey TilsonEric Jakobsson","2010","http://link.springer.com/article/10.1007/s11390-010-9307-3","Article"
"Metagenomics: Facts and Artifacts, and Computational Challenges","Journal of Computer Science and Technology","","25","1","10.1007/s11390-010-9306-4","John C. WooleyYuzhen Ye","2010","http://link.springer.com/article/10.1007/s11390-010-9306-4","Article"
"Automatic word sense disambiguation based on document networks","Programming and Computer Software","","36","1","10.1134/S0361768810010032","D. Yu. TurdakovS. D. Kuznetsov","2010","http://link.springer.com/article/10.1134/S0361768810010032","Article"
"New Generations: Sequencing Machines and Their Computational Challenges","Journal of Computer Science and Technology","","25","1","10.1007/s11390-010-9300-x","David C. SchwartzMichael S. Waterman","2010","http://link.springer.com/article/10.1007/s11390-010-9300-x","Article"
"New Challenges for Biological Text-Mining in the Next Decade","Journal of Computer Science and Technology","","25","1","10.1007/s11390-010-9313-5","Hong-Jie DaiYen-Ching ChangRichard Tzong-Han TsaiWen-Lian Hsu","2010","http://link.springer.com/article/10.1007/s11390-010-9313-5","Article"
"Computational Cellular Dynamics Based on the Chemical Master Equation: A Challenge for Understanding Complexity","Journal of Computer Science and Technology","","25","1","10.1007/s11390-010-9312-6","Jie LiangHong Qian","2010","http://link.springer.com/article/10.1007/s11390-010-9312-6","Article"
"Computational Challenges in Deciphering Genomic Structures of Bacteria","Journal of Computer Science and Technology","","25","1","10.1007/s11390-010-9305-5","Ying Xu","2010","http://link.springer.com/article/10.1007/s11390-010-9305-5","Article"
"YHFT-QDSP: High-Performance Heterogeneous Multi-Core DSP","Journal of Computer Science and Technology","","25","2","10.1007/s11390-010-9318-0","Shu-Ming ChenJiang-Hua WanJian-Zhuang LuZhong LiuHai-Yan SunYong-Jie SunHeng-Zhu LiuXiang-Yuan LiuZhen-Tao LiYi XuXiao-Wen Chen","2010","http://link.springer.com/article/10.1007/s11390-010-9318-0","Article"
"Physical Implementation of the 1GHz Godson-3 Quad-Core Microprocessor","Journal of Computer Science and Technology","","25","2","10.1007/s11390-010-9316-2","Bao-Xia FanLiang YangJiang-Mei WangRu WangBin XiaoYing XuDong LiuJi-Ye Zhao","2010","http://link.springer.com/article/10.1007/s11390-010-9316-2","Article"
"System Architecture of Godson-3 Multi-Core Processors","Journal of Computer Science and Technology","","25","2","10.1007/s11390-010-9315-3","Xiang GaoYun-Ji ChenHuan-Dong WangDan TangWei-Wu Hu","2010","http://link.springer.com/article/10.1007/s11390-010-9315-3","Article"
"Research Progress of UniCore CPUs and PKUnity SoCs","Journal of Computer Science and Technology","","25","2","10.1007/s11390-010-9317-1","Xu ChengXiao-Yin WangJun-Lin LuJiang-Fang YiDong TongXue-Tao GuanFeng LiuXian-Hua LiuChun YangYi Feng","2010","http://link.springer.com/article/10.1007/s11390-010-9317-1","Article"
"Managing Data-Objects in Dynamically Reconfigurable Caches","Journal of Computer Science and Technology","","25","2","10.1007/s11390-010-9320-6","Xue-Jun YangJun-Jie WuKun ZengYu-Hua Tang","2010","http://link.springer.com/article/10.1007/s11390-010-9320-6","Article"
"Physical Design Methodology for Godson-2G Microprocessor","Journal of Computer Science and Technology","","25","2","10.1007/s11390-010-9319-z","Ji-Ye ZhaoDong LiuDan-Dan HuanMeng-Hao SuBin XiaoYing XuFeng ShiChen ChenSong Wang","2010","http://link.springer.com/article/10.1007/s11390-010-9319-z","Article"
"CCNoC: Cache-Coherent Network on Chip for Chip Multiprocessors","Journal of Computer Science and Technology","","25","2","10.1007/s11390-010-9322-4","Jing-Lei WangYi-Bo XueHai-Xia WangChong-Min LiDong-Sheng Wang","2010","http://link.springer.com/article/10.1007/s11390-010-9322-4","Article"
"Hypergeometric pattern matching summation in maple","Programming and Computer Software","","36","2","10.1134/S0361768810020064","A. A. RyabenkoD. E. Khmelnov","2010","http://link.springer.com/article/10.1134/S0361768810020064","Article"
"On computation of Boolean involutive bases","Programming and Computer Software","","36","2","10.1134/S0361768810020106","V. P. GerdtM. V. ZininYu. A. Blinkov","2010","http://link.springer.com/article/10.1134/S0361768810020106","Article"
"Generalization of the F5 algorithm for calculating Gröbner bases for polynomial ideals","Programming and Computer Software","","36","2","10.1134/S0361768810020040","A. I. Zobnin","2010","http://link.springer.com/article/10.1134/S0361768810020040","Article"
"Some algorithms for calculating unitary matrices for quantum circuits","Programming and Computer Software","","36","2","10.1134/S036176881002009X","V. P. GerdtA. N. Prokopenya","2010","http://link.springer.com/article/10.1134/S036176881002009X","Article"
"HAPS: Supporting Effective and Efficient Full-Text P2P Search with Peer Dynamics","Journal of Computer Science and Technology","","25","3","10.1007/s11390-010-9339-8","Zu-Jie RenKe ChenLi-Dan ShouGang ChenYi-Jun BeiXiao-Yan Li","2010","http://link.springer.com/article/10.1007/s11390-010-9339-8","Article"
"Development of the value numbering method","Programming and Computer Software","","36","3","10.1134/S0361768810030059","A. N. Filippov","2010","http://link.springer.com/article/10.1134/S0361768810030059","Article"
"Local projection stabilisation on S-type meshes for convection–diffusion problems with characteristic layers","Computing","","87","3 - 4","10.1007/s00607-010-0079-y","Sebastian FranzGunar Matthies","2010","http://link.springer.com/article/10.1007/s00607-010-0079-y","Article"
"Lanczos based preconditioner for discrete ill-posed problems","Computing","","88","1 - 2","10.1007/s00607-010-0090-3","Mansoor RezghiS. M. Hosseini","2010","http://link.springer.com/article/10.1007/s00607-010-0090-3","Article"
"An empirical study of cache-oblivious polygon indecomposability testing","Computing","","88","1 - 2","10.1007/s00607-010-0086-z","Fatima K. Abu SalemRawan N. Soudah","2010","http://link.springer.com/article/10.1007/s00607-010-0086-z","Article"
"Formal Reasoning About Lazy-STM Programs","Journal of Computer Science and Technology","","25","4","10.1007/s11390-010-9369-2","Yong LiYu ZhangYi-Yun ChenMing Fu","2010","http://link.springer.com/article/10.1007/s11390-010-9369-2","Article"
"Certification of Thread Context Switching","Journal of Computer Science and Technology","","25","4","10.1007/s11390-010-9368-3","Yu GuoXin-Yu JiangYi-Yun Chen","2010","http://link.springer.com/article/10.1007/s11390-010-9368-3","Article"
"The use of dynamic analysis for generation of input data that demonstrates critical bugs and vulnerabilities in programs","Programming and Computer Software","","36","4","10.1134/S0361768810040055","I. K. IsaevD. V. Sidorov","2010","http://link.springer.com/article/10.1134/S0361768810040055","Article"
"Queue Waiting Time Aware Dynamic Workflow Scheduling in Multicluster Environments","Journal of Computer Science and Technology","","25","4","10.1007/s11390-010-9371-8","Zhi-Feng YuWei-Song Shi","2010","http://link.springer.com/article/10.1007/s11390-010-9371-8","Article"
"Knowledge visualization based on semantic networks","Programming and Computer Software","","36","4","10.1134/S036176881004002X","I. A. Bessmertny","2010","http://link.springer.com/article/10.1134/S036176881004002X","Article"
"Learning Query Ambiguity Models by Using Search Logs","Journal of Computer Science and Technology","","25","4","10.1007/s11390-010-9360-y","Ruihua SongZhicheng DouHsiao-Wuen HonYong Yu","2010","http://link.springer.com/article/10.1007/s11390-010-9360-y","Article"
"2D Correlative-Chain Conditional Random Fields for Semantic Annotation of Web Objects","Journal of Computer Science and Technology","","25","4","10.1007/s11390-010-9363-8","Yan-Hui DingQing-Zhong LiYong-Quan DongZhao-Hui Peng","2010","http://link.springer.com/article/10.1007/s11390-010-9363-8","Article"
"Learning with Uncertain Kernel Matrix Set","Journal of Computer Science and Technology","","25","4","10.1007/s11390-010-9359-4","Lei JiaShi-Zhong LiaoLi-Zhong Ding","2010","http://link.springer.com/article/10.1007/s11390-010-9359-4","Article"
"Combining Committee-Based Semi-Supervised Learning and Active Learning","Journal of Computer Science and Technology","","25","4","10.1007/s11390-010-9357-6","Mohamed Farouk Abdel HadyFriedhelm Schwenker","2010","http://link.springer.com/article/10.1007/s11390-010-9357-6","Article"
"A FE/BE coupling for the 3D time-dependent eddy current problem. Part II: a posteriori error estimates and adaptive computations","Computing","","88","3 - 4","10.1007/s00607-010-0091-2","Ricardo A. Prato TorresErnst P. StephanFlorian Leydecker","2010","http://link.springer.com/article/10.1007/s00607-010-0091-2","Article"
"A New Approach for Multi-Document Update Summarization","Journal of Computer Science and Technology","","25","4","10.1007/s11390-010-9361-x","Chong LongMin-Lie HuangXiao-Yan ZhuMing Li","2010","http://link.springer.com/article/10.1007/s11390-010-9361-x","Article"
"64-Bit and 128-bit DX random number generators","Computing","","89","1 - 2","10.1007/s00607-010-0097-9","Lih-Yuan DengHenry Horng-Shing LuTai-Been Chen","2010","http://link.springer.com/article/10.1007/s00607-010-0097-9","Article"
"Component architecture of model-based testing environment","Programming and Computer Software","","36","5","10.1134/S036176881005004X","V. V. Kuliamin","2010","http://link.springer.com/article/10.1134/S036176881005004X","Article"
"Building Reusable Remote Labs with Adaptable Client User-Interfaces","Journal of Computer Science and Technology","","25","5","10.1007/s11390-010-9383-4","Salaheddin Odeh","2010","http://link.springer.com/article/10.1007/s11390-010-9383-4","Article"
"On complementary principles of object-oriented constraint programming","Programming and Computer Software","","36","5","10.1134/S0361768810050026","V. A. SemenovK. V. DragalovD. V. IlyinS. V. MorozovO. V. Sidyaka","2010","http://link.springer.com/article/10.1134/S0361768810050026","Article"
"Unsupervised WSD by Finding the Predominant Sense Using Context as a Dynamic Thesaurus","Journal of Computer Science and Technology","","25","5","10.1007/s11390-010-9385-2","Javier Tejada-CárcamoHiram CalvoAlexander GelbukhKazuo Hara","2010","http://link.springer.com/article/10.1007/s11390-010-9385-2","Article"
"PSI’11 call for papers Eighth International Andrei Ershov Conference “Perspectives of System Informatics” 27 June–1 July, 2011, Novosibirsk, Akademgorodok, Russia http://psi.nsc.ru","Programming and Computer Software","","36","5","10.1134/S0361768810050051","I. B. Virbitskaite","2010","http://link.springer.com/article/10.1134/S0361768810050051","Article"
"A Generalization of Haussler's Convolution Kernel — Mapping Kernel and Its Application to Tree Kernels","Journal of Computer Science and Technology","","25","5","10.1007/s11390-010-9386-1","Kilho ShinTetsuji Kuboyama","2010","http://link.springer.com/article/10.1007/s11390-010-9386-1","Article"
